company_name,domain,country,source,email,phone,address,description,profile_url
Siri Technologies,siritech.co.za,South Africa,ichgcp,info@siritech.co.za,27843777710,"Unit 04, #5 NewRoad Office Park, Halfway Gardens, New Road, Midrand -1687, Johannesburg, South Africa.","Siri Technologies Consulting Services offer dedicated IT consulting services to small, medium and large companies creating a door way to hire fresh, qualified, enthusiastic, highly talented and experienced professionals. Our innovative strategies assist you to transform your business and meet specific needs of your industry. Our Technology Consulting services, built on a solid foundation with Technology and domain experts hire the best suitable candidates for your project in least possible time. We ensures that all issues are resolved in minimum time possible. We help you to improve your firm’s efficiency, increase agility, flexibility and reduce outgoing costs List of CROs by location Europe North America Asia Africa South America Oceania Regulations",https://ichgcp.net/cro-list/country/south_africa/company/siri_technologies
The Micron Group,micron-group.com,South Africa,ichgcp,,27  12  345  5266,"Route 21 Corporate Park, 5 Regency Drive, Building 1, Irene 0062, Centurion, South Africa Other The Micron Group's locations around the world","Full-service CRO with an unwavering focus delivering high quality, on-time and cost-effective clinical research. While our impeccable reputation in anti-infective research and development has been at the core of our growth, we have extended that reputation and experience across a wide range of therapeutic areas. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/south_africa/company/the_micron_group
Atlant Clinical,atlantclinical.com,Turkey,ichgcp,contact@atlantclinical.com,,"Atlant Turkey Danışmanlık Hizmetleri Anonim Şirketi Metropol Istanbul C1-279, Atasehir, 34758 Istanbul Other Atlant Clinical's locations around the world","At Atlant Clinical, we work hand-in-hand with the world’s leading biotech and pharmaceutical companies. Our preferred supplier status with some of the biggest names in the industry confirms we have the insight and daily experience to manage your project with utmost efficiency. Trials are conducted in strict accordance with ICH GCP guidelines, all applicable international and local regulations, and any project-specific requirements. Our extremely qualified and knowledgeable team will: Quickly identify a variety of sites in individual countries which best meet your needs Organize the entire study documentation and workflow – including preparation, translation, review, and submission Plan and manage all aspects of the trial, from beginning to completion Provide full monitoring, site management, financial control, and logistical support services Speed, Value, and Diligence Atlant Clinical arranges all contracts with study sites and investigators and provides legal and regulatory support. W",https://ichgcp.net/cro-list/country/turkey/company/atlant_clinical
Chiron Medical Contract Research Organization,chiron-medical.com,Turkey,ichgcp,info@chiron-medical.com,,"Fatih Sultan Mehmet Mah., Poligon Cd. Buyaka Is Kuleleri Buyaka 2 Sitesi Kule:3 No:8C/1 34771 Umraniye, Istanbul, Turkiye","Chiron Medical CRO: Your Local Partner, Our Global Expertise: Chiron Medical CRO Leads the Way. While established in June 2023, Chiron Medical CRO embodies a legacy of over 15 years of collective expertise in propelling breakthroughs in the biopharmaceutical and medical device landscape. Chiron Medical CRO is not just a contract research organization, it's your trusted partner in propelling groundbreaking biopharmaceutical and medical device advancements. Chiron Medical is a local Contract Research Organization (CRO) that specializes in phase I–IV clinical trial management including medical device clinical trials, bioavailability and bioequivalence studies for pharmaceutical and biotechnology companies in Turkiye, covering all therapeutic areas. Chiron Medical has a broad service base that covers all of Turkiye, offering a special blend of international resources and local knowledge. Furthermore, Chiron Medical maintains collaborations with regional organizations to facilitate the prov",https://ichgcp.net/cro-list/country/turkey/company/chiron_medical_contract_research_organization
CRM-CRO,crm-cro.com,Turkey,ichgcp,info@crm-cro.com,90  312  479  23  61,"Naci Çakır Mahallesi 759.Cadde 11/11 06450 Dikmen Çankaya, Ankara, Turkey","To offer a reliable and responsible CRO alternative with its founders experience in the clinical research industry, CRM Medical drug research organization training consultancy. Co. Ltd.have put into operation in October 2006. CRM is committed to excellence, with nearly 20 years of experience, and aims to provide high quality clinical and epidemiological research management services to national and international biomedical and pharmaceutical companies. CRM deserves, it has become one of Turkey's leading and preferred Contract Research Organization. Today, CRM continues its services as a professional, quality, reliable and responsible CRO with its strategic partners. List of CROs by location Europe North America Asia Africa South America",https://ichgcp.net/cro-list/country/turkey/company/crm_cro
Klinar CRO,klinar-cro.com,Turkey,ichgcp,info@klinar-cro.com,+(90)  (312)-447-0274,Mustafa Kemal Mah 2127. Sk. 42 /3  Çankaya / ANKARA TURKEY,"Klinar CRO was established in January 2009 as an Optimum CRO enterprise for the international trials conducted in Turkey. Optimum CRO is one of the first CROs established in Turkey in 2000. In September 2018, we decided to merge our companies back together again in order to be stronger in our projects we are carrying out under the name of Klinar CRO. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources",https://ichgcp.net/cro-list/country/turkey/company/klinar_cro
Monitor Medical Research and Consulting,monitorcro.com,Turkey,ichgcp,info@monitorcro.com,+90  (212)  234-1260,Cumhuriyet Mah. Ergenekon Cad. Ahmetbey Plaza No:10 Kat:2 Şişli-Istanbul/TURKEY,MonitorCRO provides a comprehensive service package at all stages of medical research from designing projects and getting approval from the legal authorities up to statistical analysis and final report writing to reach to a required outcome for successful product development. List of CROs by location Europe North America Asia Africa South America Oceania Regulations Resources,https://ichgcp.net/cro-list/country/turkey/company/monitor_medical_research_and_consulting
Omega CRO,omega-cro.com.tr,Turkey,ichgcp,info@omega-cro.com.tr,+903124267722,Piri Reis Caddesi No:2/4 Beytepe Ankara / Turkey,Omega founded in March 1997 and we are the first CRO in Turkey. We provide clinical and epidemiological research management to national and international pharmaceutical companies and other health-related organizations. We are the only CRO that provides full services for trials between the local CROs. You can find below our major services listed below: µ Clinical Trials (Phase II-IV) µ Medical Device Trials (with CE mark and without CE mark) µ Observational Trials µ Epidemiological Trials,https://ichgcp.net/cro-list/country/turkey/company/omega_cro
Vital CRO Clinical Research Organization Education and Consultancy Ltd. Co.,vital-cro.com,Turkey,ichgcp,info@vital-cro.com,+90 850 309 5743,Esentepe District Büyükdere Street Loft Residance Number: 201/6  Sisli/ISTANBUL,"Vital CRO Clinical Research Organization Education and Consultancy Limited Company is a contract research organization. Vital CRO, high quality service for the pharmaceutical, biotechnology, medical device and cosmetics industries since its inception, is a clinical research company that provides complete solutions in guidance and licensing. Our expertise is Phase1 - Phase4 clinical trials management, medical device clinical research management, cosmetic clinical trials management, site management organization, observational studies, medical writing, research protocol design, data management and biostatistics, medical translation, licensing and It covers a wide range of Clinical Research trainings. Our motto is “Vital: Necessary to maintain life; breathing, circulation, CLINICAL RESEARCH!” List of CROs by location Europe North America Asia Africa South America",https://ichgcp.net/cro-list/country/turkey/company/vital_cro_clinical_research_organization_education_and_consultancy_ltd_co
AXON Medica,axonmedica.com,UAE,ichgcp,info@axonmedica.com,971  4  459  9904,es,"axon MEDICA – The Healers; connecting needy patients to the compassionate professionals. Every visitor, guest and patient to axon MEDICA is an opportunity to the team to exhibit it’s core strength; the genuine patient-centric service. We are committed in delivering the best-in-class of healthcare services. axon MEDICA is the healthcare vertical of Health World Investments LLC. Health World is a new and growing organization that sets to make a mark in the field of healthcare. Health World has signed an MOU with a leading healthcare provider to start medical centres, clinics, pharmacies, diagnostic centres and labs in Dubai. Based in Dubai, United Arab Emirates, Health World is a part of Study World Group. List of CROs by location Europe North America Asia Africa South America Oceania",https://ichgcp.net/cro-list/country/united_arab_emirates/company/axon_medica
Clinica Group,clinicagroup.com,UAE,ichgcp,contact@clinicagroup.com,+971 6 557 29 01,"HMT FZC, B1-214, AJMAN FREE ZONE, PO BOX 16881 Other Clinica Group's locations around the world","Clinica Group is the first CRO to be working in Algeria. It was created in 2007 and accredited by the Algerian Ministry of Health. Our team’s internationally-based training (in Europe and the USA), along with our experience in the management of interventional, observational and pharmacoepidemiological studies in different therapeutic areas, have enabled us to meet our customers’ various needs and place their satisfaction at the heart of our business. Our employees work in accordance with international standards (Declaration of Helsinki, ICH-GCP etc.) in order to meet our pharmaceutical and institutional partners’ expectations. List of CROs by location Europe North America Asia Africa South America Oceania",https://ichgcp.net/cro-list/country/united_arab_emirates/company/clinica_group
